host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
2770375,0,24,0,90,4,12,365
22880393,1,23,0,109,3,83,355
16286162,4,69,0,49,2,42,227
263500,0,54,1,100,1,102,243
22886115,1,19,1,295,2,4,0
22893493,0,123,1,245,1,50,19
22904933,1,4,0,79,3,56,90
10074473,1,7,0,60,1,22,0
980118,0,6,1,125,3,7,0
22628166,0,21,0,55,1,8,0
22927481,1,1,0,425,7,1,0
21571748,0,17,1,150,14,1,0
22954228,0,22,0,49,3,7,0
7183243,1,8,0,97,2,114,363
22963957,1,2,1,115,1,8,0
3447311,1,8,1,200,2,22,0
3641595,0,16,1,160,1,323,211
11636894,0,13,1,239,3,19,257
22984252,1,30,1,290,4,21,193
10396079,0,29,1,150,6,5,0
1447684,0,20,0,55,1,75,173
2119928,0,10,1,380,4,7,62
1728899,0,12,1,120,2,19,11
747934,0,6,1,103,2,5,211
23002099,2,155,1,64,2,192,234
23002143,1,19,1,195,5,3,0
22382732,1,14,2,70,2,126,309
21841949,1,2,1,150,2,36,0
21841949,0,15,0,150,7,21,292
23030943,1,64,0,105,1,102,362
974868,1,14,1,360,3,28,128
22606202,1,2,0,165,2,6,363
4967319,1,14,1,325,2,19,0
3289567,1,19,0,105,2,9,191
14612223,1,19,0,100,6,10,200
23044811,0,6,1,129,2,179,285
195137,1,2,1,229,5,38,332
23046908,0,6,0,64,1,14,0
14546480,0,21,1,100,3,4,0
7351,0,10,0,84,2,11,87
946323,0,22,1,125,3,6,0
9685363,1,11,1,200,2,9,0
23089516,1,2,0,180,1,26,0
23095202,0,54,1,100,2,1,363
5827529,1,7,1,160,1,8,0
2166065,0,12,1,250,2,103,315
1390414,1,2,1,115,2,84,50
22552201,1,8,1,130,5,9,0
13541655,1,11,0,159,2,150,54
8490286,0,3,1,110,3,189,268
1171707,0,21,0,60,3,4,0
3551179,4,59,0,57,3,20,311
747671,0,10,1,180,1,7,0
21641206,0,6,1,250,1,4,165
22904933,1,4,0,92,3,48,115
14758012,1,64,1,195,3,66,0
16286162,4,69,0,47,2,97,262
302529,1,23,1,175,3,2,0
6526979,1,8,1,165,2,9,0
23162890,0,22,0,79,3,35,336
23178728,1,14,1,345,7,95,13
10304755,0,12,0,80,2,108,4
23189353,1,2,1,300,4,143,204
3740730,1,71,1,699,6,186,254
5800619,1,7,1,195,1,136,203
23208658,1,4,1,165,2,146,277
16066343,1,4,0,65,2,219,35
23228839,1,2,1,149,3,28,329
23243453,2,25,1,225,1,1,0
5152761,1,9,1,200,2,23,0
23249630,0,6,1,125,3,24,69
1816417,2,44,1,95,4,44,271
23249630,0,6,1,135,3,15,89
567972,0,21,1,120,3,4,157
23256032,0,16,1,160,14,1,36
1869332,0,12,0,139,2,6,36
23159248,1,28,0,69,2,11,240
17065184,1,2,0,71,3,211,6
21938150,1,68,0,250,1,4,365
2589436,0,12,0,70,2,15,0
14138135,1,43,1,170,1,2,0
23287601,0,35,1,125,3,2,161
23293704,0,21,1,139,2,190,218
7567309,1,8,1,199,2,19,0
18601618,1,19,1,175,1,2,0
743716,0,38,1,120,3,3,0
5777821,1,43,0,100,5,2,0
1869421,0,12,1,100,8,14,0
22831759,0,22,0,80,2,11,0
12881527,0,6,1,227,1,17,362
23334165,1,2,1,300,5,91,288
23334541,1,8,1,130,2,17,2
2829908,1,5,1,149,2,1,0
23342156,1,30,0,75,1,9,0
2781725,0,0,1,115,7,6,183
17074459,1,19,0,97,3,64,0
23084155,1,28,1,275,2,20,0
23353897,0,16,1,163,4,58,132
1607087,0,15,0,75,2,2,0
2282450,1,11,1,247,2,21,173
15313939,1,2,0,69,1,22,365
23383529,1,11,1,205,2,6,0
13282162,1,8,1,148,3,35,207
11760806,1,8,0,299,1,1,88
16685925,1,30,0,49,3,3,0
3709510,0,21,0,80,1,4,342
3388950,0,6,0,68,5,81,83
3388950,0,6,0,72,5,89,322
16480700,1,2,0,97,2,146,83
23419852,2,25,1,170,2,84,178
23424461,2,56,1,80,1,3,0
22880393,1,23,0,120,3,66,295
23439479,1,18,0,250,3,18,336
20019392,1,19,0,200,2,109,336
2277244,1,19,1,180,1,2,0
3201774,0,10,0,53,1,105,137
9997747,0,12,1,200,3,7,0
13888249,0,12,1,165,3,15,158
20164579,0,12,0,45,1,170,245
23503432,1,30,1,80,1,150,35
11010205,0,76,0,125,2,4,0
6926899,0,12,0,90,3,4,0
1509863,2,87,1,40,7,53,10
8737911,0,38,1,125,1,2,0
12879538,1,2,0,85,1,21,343
22384027,0,147,0,39,1,130,26
3473330,1,26,1,150,2,23,12
23532244,2,56,1,100,2,18,83
2968247,1,2,1,99,3,18,0
23538896,0,15,1,167,4,6,0
23185328,2,49,1,127,2,12,0
23569951,1,28,1,220,3,28,293
23570473,0,15,0,45,1,22,339
23570593,1,30,0,75,2,24,321
23573737,0,12,1,120,5,1,0
10411359,1,8,1,120,3,33,0
1443186,1,4,1,108,4,3,0
22089583,0,12,1,200,3,3,0
6571805,1,8,2,55,2,54,336
23588055,1,2,0,205,2,3,364
19196381,1,28,1,150,3,74,263
23591164,2,103,0,65,1,356,341
23591164,2,103,0,65,1,426,312
23533897,0,15,0,75,1,77,340
23533897,0,15,0,85,2,37,325
2480939,0,12,0,58,1,210,217
2480939,0,12,0,90,1,194,229
20042936,0,29,1,120,5,1,0
22568612,0,29,1,115,6,3,0
23612276,1,2,0,69,7,15,213
6246089,2,56,1,125,5,27,2
7257731,1,18,1,90,7,7,249
23635670,1,7,0,125,1,186,271
22885233,1,7,1,215,6,39,24
619991,1,23,0,89,4,91,16
1019170,1,19,1,175,2,81,0
3814458,1,1,1,450,3,12,0
23673285,2,56,1,98,6,38,306
22384027,0,147,0,39,1,89,0
23671946,1,45,1,160,4,10,0
1277144,1,19,1,299,2,63,210
5650951,0,20,0,75,8,6,0
23697064,0,10,0,99,5,1,0
23699355,1,19,1,165,2,40,0
14768898,1,45,1,145,1,12,0
23708028,1,23,1,239,3,145,1
21935479,1,18,0,76,2,70,352
23038979,0,84,1,50,3,114,18
22017065,0,29,1,250,3,27,266
4362140,0,6,1,140,3,11,0
4263114,1,7,1,125,5,5,0
23754530,0,13,1,150,2,99,246
6780571,0,12,1,220,2,79,143
13161042,1,28,1,180,2,18,0
23208658,1,4,1,260,3,20,283
23776693,0,6,0,50,2,100,260
23778946,1,19,1,400,3,1,0
66286,0,6,1,100,2,2,0
7852646,0,13,0,110,1,38,46
4445796,0,20,0,95,1,7,0
23810895,1,7,1,150,2,42,258
23812318,2,83,1,100,2,21,124
5050537,0,6,1,69,1,40,3
23824219,2,103,0,44,3,46,88
23834677,1,2,1,155,1,242,238
23847354,1,4,0,67,1,2,0
6949069,0,20,1,175,4,2,0
23861788,0,6,0,75,2,224,74
23788242,0,6,0,100,3,50,339
23867361,1,8,1,129,12,20,193
3184878,0,21,1,150,1,1,0
23862900,1,19,1,219,5,1,0
23870076,1,45,1,185,3,10,0
23591164,2,103,0,65,1,21,0
1113080,0,79,0,55,7,98,312
11702175,1,4,1,170,3,6,0
23899573,1,7,1,150,7,23,0
4293340,1,19,0,79,2,2,0
8530836,1,2,1,100,4,5,105
1698391,1,7,1,272,2,7,277
22350590,1,2,0,85,10,57,6
23915731,1,28,1,249,3,1,0
1403669,0,13,1,180,4,20,208
1599319,1,53,0,60,7,5,0
23935018,0,6,0,85,3,1,0
23899821,1,8,1,260,2,54,16
7947211,0,29,1,126,1,44,7
2593268,1,9,1,399,2,122,109
23945185,1,19,1,100,7,6,0
1136842,0,13,1,225,7,3,44
2378231,0,20,1,85,4,4,0
23267314,1,4,1,147,2,45,154
9072771,1,43,0,90,14,8,146
23952819,0,6,1,500,1,1,362
23162890,0,22,0,72,3,37,334
7799229,0,12,0,41,4,14,0
6465286,0,12,1,180,3,103,0
23971734,2,39,0,67,5,4,0
3754729,0,21,1,122,3,48,256
23974215,1,2,1,105,3,29,0
22503794,0,10,0,95,1,2,364
23971405,2,116,1,100,2,1,0
6762751,1,2,0,107,2,92,157
23991556,4,80,0,85,1,9,342
23993707,2,31,0,30,5,2,0
23876129,1,9,1,175,4,57,0
24007762,1,19,1,125,1,8,0
23993707,2,31,0,35,5,9,0
12459436,2,37,1,119,3,26,319
24009463,2,56,1,150,3,149,133
3123405,0,12,0,55,1,4,0
1755097,0,6,1,115,2,214,108
5552587,0,6,0,99,5,14,306
23974215,1,2,0,84,2,38,147
14380678,1,7,0,129,2,13,176
3571821,0,6,0,44,5,86,0
6470787,0,33,1,100,3,15,0
23355801,1,2,0,65,1,40,45
24030482,2,125,0,99,1,3,365
17281607,1,2,1,100,7,2,0
5025692,1,7,1,225,5,13,0
16035346,0,17,1,120,7,23,196
6694436,1,68,1,139,2,5,0
8555319,1,9,1,140,4,13,0
24046558,1,28,1,325,5,64,330
16927633,1,7,1,350,2,9,0
805843,0,12,1,175,2,5,0
22827111,1,7,0,89,4,59,286
2520125,0,70,1,69,4,159,48
1660261,0,24,0,40,6,10,0
24052348,1,19,2,65,10,21,0
2592109,1,28,1,160,14,20,43
9492212,0,16,0,135,2,88,0
6230230,1,23,1,109,3,42,7
24075308,0,20,0,85,14,3,0
24020050,1,9,1,189,4,25,191
2563415,0,24,1,125,3,56,19
9953720,1,19,0,140,1,1,0
6349214,0,13,1,160,3,4,0
24094211,0,16,1,115,5,4,0
8291260,1,30,1,80,3,31,68
7518105,0,17,1,198,2,7,0
1420868,1,19,1,230,1,46,353
23334165,1,2,1,450,5,81,303
745486,1,27,1,895,1,66,365
4517642,1,45,1,170,3,6,0
24117644,2,56,0,120,3,18,0
24118443,0,12,1,140,2,18,0
3175065,0,13,0,70,14,18,128
21455957,1,2,0,70,3,122,243
21688465,0,15,0,140,3,148,0
24041562,1,8,1,600,5,6,0
24132118,1,7,0,79,7,1,0
4098538,1,2,1,55,14,2,0
24144577,1,2,1,275,3,41,258
18511357,2,49,0,60,7,1,0
24146326,2,56,1,195,3,86,248
24149026,4,72,1,145,5,1,0
10860081,0,3,1,130,1,9,0
1901846,1,23,1,115,3,8,0
190409,4,42,0,60,1,56,355
966461,1,11,1,199,4,108,162
3108161,0,12,1,170,3,22,0
10476487,1,27,1,385,3,1,365
23939128,1,2,1,80,5,5,0
24195428,0,15,0,65,1,222,292
7304425,1,2,0,56,1,7,0
23047797,1,30,0,70,2,7,0
24201950,2,83,1,105,7,3,141
24208781,1,2,0,70,2,68,129
7759020,1,7,1,150,1,3,0
24232061,1,28,0,112,10,38,157
19007585,1,50,1,110,7,11,0
24253453,0,16,0,70,2,120,68
8501698,0,12,1,140,4,1,0
9123948,0,6,0,46,4,3,0
3753306,1,68,1,180,1,1,0
24268565,0,36,1,250,1,185,209
24269297,0,21,0,75,3,41,294
1843216,1,23,1,250,4,26,102
4217567,1,14,1,250,3,2,0
15642271,1,30,0,60,1,3,0
4259327,1,50,0,95,7,10,331
24067453,1,19,1,138,11,5,0
41358,0,13,1,145,2,1,0
24295835,0,24,1,100,3,15,0
21409261,0,13,1,119,4,19,0
24298733,0,21,0,48,4,1,0
10535719,1,4,1,200,7,28,363
15702523,1,23,0,64,2,58,0
7460434,1,19,0,120,3,25,89
24304871,0,22,0,50,2,23,0
10568263,0,38,1,190,2,8,0
24319884,1,28,1,235,7,8,0
24117644,2,56,0,70,3,74,285
633339,1,4,2,60,1,4,0
6327629,1,2,0,90,3,1,0
529546,1,7,0,125,1,1,0
1265619,0,12,1,120,2,8,8
19972390,0,20,0,55,1,24,157
1511206,1,4,0,150,2,1,0
24343117,1,4,1,175,3,44,280
129558,0,20,1,112,2,8,0
24344873,1,26,1,200,10,3,0
24347671,2,39,2,105,1,19,364
10148113,0,6,0,70,2,3,0
12098551,1,26,0,115,3,1,0
13976132,1,2,1,120,3,133,4
2466294,0,21,0,90,2,8,363
2358032,0,21,1,70,4,8,0
24370211,0,12,0,52,6,1,0
24009463,2,25,1,150,3,63,187
3237577,1,9,1,170,3,94,7
9633085,0,12,1,132,4,7,0
24374791,0,6,1,90,4,12,0
4655338,0,12,1,525,6,28,365
8778846,1,4,1,249,1,67,0
24381419,1,8,1,160,2,6,0
24382598,1,2,1,125,1,142,266
19924780,1,14,1,1000,2,95,353
9288052,0,3,0,50,2,15,0
855266,1,11,1,250,5,1,0
6720617,0,15,0,40,1,1,0
24403405,0,15,1,82,1,1,0
405090,0,12,1,100,7,6,0
724633,1,77,1,1000,2,6,19
24413323,0,12,0,65,1,13,128
18746337,0,12,1,250,2,5,204
10679309,1,1,1,130,1,3,0
12261576,0,79,0,37,3,10,6
6898927,0,21,0,33,2,9,0
706623,0,21,0,69,4,5,98
17893360,0,15,1,109,1,18,0
6274029,0,29,1,200,4,5,21
3570170,1,52,0,95,2,4,0
24454737,1,45,0,50,14,1,0
24418383,2,56,0,60,1,72,364
24459029,0,15,0,44,1,3,0
1235070,1,4,1,9999,5,1,0
295128,4,57,1,110,1,15,325
15821855,1,45,0,65,1,1,0
24467359,0,15,1,85,5,14,0
24468833,0,29,1,175,3,19,88
22616989,0,76,1,93,3,52,325
6932195,2,149,1,375,2,30,351
7111318,1,2,1,100,3,111,9
895109,1,11,1,258,3,57,320
24487418,0,15,0,75,2,19,0
6648212,1,45,1,120,4,4,0
1766929,1,28,1,154,4,17,0
2665225,0,12,1,150,3,1,0
21047204,2,25,1,150,2,1,0
18975770,1,11,0,145,2,93,193
24450948,1,19,1,250,2,11,0
24500940,0,17,1,100,5,24,0
24109763,1,60,0,155,1,193,37
13631524,1,4,0,75,2,262,166
21247073,0,12,0,50,12,4,0
24525377,1,19,0,125,1,73,154
24529969,1,27,1,200,3,10,0
24530713,1,2,0,90,2,16,235
24530713,1,2,0,125,1,4,365
840590,1,68,1,199,2,3,19
4031913,0,24,0,89,2,139,94
24544724,0,12,1,298,3,16,4
24551170,1,19,1,239,2,2,0
9150099,1,28,1,300,3,2,0
24554369,0,6,0,31,5,1,0
24555785,0,21,0,73,1,1,0
15055041,1,30,0,70,2,248,12
7741110,1,1,1,220,4,149,287
24561040,0,16,0,95,2,132,265
24576978,0,20,1,195,1,1,0
24584990,1,2,0,50,3,8,0
24587457,0,6,0,58,9,2,0
24590092,2,56,0,80,1,2,0
420111,1,4,0,73,2,15,250
16066343,1,4,0,52,3,186,49
15815124,0,29,0,70,2,45,0
207356,0,33,1,150,5,1,0
24597265,2,49,1,107,7,105,261
24597265,2,49,0,49,7,4,309
24597265,2,49,0,50,6,17,365
22565253,0,90,1,129,5,48,91
17921968,1,68,1,198,3,103,0
24517455,1,28,1,185,1,121,337
24404928,0,15,1,130,1,9,0
6465286,0,12,0,100,2,32,74
6948005,0,6,0,75,1,1,0
4601412,0,21,0,90,5,107,133
24630374,0,3,1,110,4,14,0
8873293,0,6,0,65,2,8,175
12300501,1,7,0,49,1,102,1
24631934,1,19,1,400,3,42,363
24636847,2,129,0,31,3,3,0
3295012,2,87,0,70,1,28,325
24585465,1,8,1,250,2,23,0
24639120,1,1,1,235,6,13,0
1581845,1,77,1,2400,1,2,365
2715121,1,23,1,180,1,5,0
5071632,0,111,1,81,3,47,287
2910317,1,1,1,225,1,14,0
24660443,0,21,1,100,4,123,184
186888,0,12,0,75,3,125,134
3805240,0,21,0,85,7,2,0
7655962,1,7,1,99,6,11,0
177846,0,13,1,175,4,27,11
12374283,1,19,0,125,1,39,0
24667595,0,21,0,30,1,8,0
198387,0,12,1,165,5,26,0
1786943,1,52,1,200,4,2,0
24672682,1,19,0,110,1,1,0
1760609,1,19,1,315,1,2,0
7365719,0,6,1,150,5,12,9
24678971,1,19,0,175,1,41,0
9767363,1,4,0,59,2,151,308
23020530,1,8,1,139,1,1,0
2052361,0,24,0,50,3,50,98
6328283,1,2,1,105,2,49,193
13343955,0,3,0,75,2,6,133
57101,2,62,1,130,1,186,292
3471761,0,6,1,149,2,145,305
24704747,1,28,1,200,1,3,0
24710778,1,2,0,60,1,1,0
24712268,0,34,1,145,5,11,40
810311,0,15,0,100,3,3,89
1660906,1,11,1,250,2,3,0
5999440,1,7,0,175,2,188,203
1559494,0,12,1,600,2,20,283
24740606,2,56,1,150,2,2,0
12968821,1,28,1,119,10,12,0
13026391,1,1,1,165,2,11,0
932245,1,2,1,80,2,22,87
24750076,1,8,1,149,4,15,0
24761711,0,17,1,195,2,186,230
1870841,0,29,1,130,3,5,0
3422859,1,2,1,95,3,9,0
24765924,2,103,0,50,1,55,332
24766218,0,3,0,80,14,2,335
22643930,0,21,1,320,3,125,269
4312196,0,15,0,90,4,1,0
24792241,1,8,0,85,3,6,193
13486673,0,29,0,79,13,8,24
24796602,0,15,0,54,2,50,302
24797535,1,8,1,129,10,29,0
3211,2,25,0,90,4,21,89
7351,0,10,1,254,2,8,365
21671443,1,7,1,159,2,16,0
3514707,1,4,1,90,5,2,0
177846,0,13,0,85,5,47,9
24827152,0,6,0,45,3,5,0
24827643,0,36,1,275,10,1,1
24828814,0,21,0,38,1,1,0
1543006,0,6,1,100,2,3,0
19660044,0,12,0,103,1,7,0
24832100,1,28,1,185,3,7,0
11708118,1,43,0,86,4,2,0
24835471,1,30,0,40,3,23,70
16514175,2,81,1,165,2,58,163
6677425,1,8,2,35,2,134,66
2921076,0,6,1,2000,7,3,0
24839116,0,10,1,175,3,14,0
24840863,0,21,1,95,1,1,0
24841295,1,19,0,70,2,5,0
7402258,0,12,1,100,3,18,3
1445060,0,12,0,150,4,3,362
24842701,1,28,1,169,3,130,274
20934972,1,26,0,99,1,5,0
3800548,0,20,0,70,4,6,0
7552191,0,6,1,130,14,33,105
854458,1,52,1,180,2,11,0
1631807,0,3,0,80,5,1,0
3677131,0,123,0,99,1,58,88
24614110,2,56,1,150,1,3,0
6707311,0,12,0,73,2,39,260
20038668,1,2,0,80,1,9,364
24895956,1,4,0,80,1,39,189
19636200,1,8,0,85,1,34,8
20357771,0,12,0,100,1,1,0
1304390,0,21,0,85,4,2,364
10600973,1,4,0,65,5,7,80
24903878,1,43,0,150,1,1,0
6430105,1,8,0,200,1,1,0
24907501,2,56,1,124,14,8,0
12730517,1,8,1,50,1,1,0
24833732,1,53,1,160,2,6,0
14923355,1,14,1,200,3,7,0
24915465,0,24,1,139,1,44,0
15615036,0,21,0,49,4,19,0
24918898,0,12,0,55,4,13,0
7065271,1,19,1,260,10,4,31
5545129,0,38,1,110,5,2,0
6486116,1,4,0,81,1,142,223
6885157,0,6,1,60,1,23,83
6706914,0,15,0,65,1,1,0
22930715,0,32,1,130,2,1,0
157051,0,12,1,240,2,9,0
6902571,0,6,1,130,2,6,0
21209568,0,21,1,88,7,2,0
2464823,2,56,1,112,7,5,0
24967136,0,6,1,105,7,53,77
414477,0,15,1,70,2,15,18
24880134,0,29,0,75,3,1,0
6162041,2,95,1,99,2,129,344
12220,1,8,0,90,1,24,341
24448659,0,117,1,60,3,1,0
2306320,0,15,1,125,1,7,0
14747290,0,21,0,65,10,4,349
4306959,0,21,1,159,3,30,0
19263941,1,45,1,145,5,3,0
15398647,1,8,1,255,2,47,352
25002053,1,8,0,90,2,157,85
25001808,0,10,1,150,3,73,120
2503221,0,12,1,295,2,75,339
25015010,1,18,1,75,1,5,31
25017014,0,6,1,188,2,23,75
11457159,1,28,1,130,1,2,0
7017213,0,22,1,72,1,3,0
5650180,2,81,0,45,3,12,201
2346300,0,38,0,80,1,168,272
1292274,1,28,0,94,1,51,88
87473,0,20,1,150,6,1,0
1968327,0,6,0,70,2,6,365
25037051,0,15,0,70,1,10,0
3336995,1,7,1,180,2,8,10
25043292,1,64,1,150,3,2,0
1509237,1,4,0,105,2,88,266
25052740,0,6,1,100,5,9,262
3896287,0,12,1,225,4,9,0
4712698,2,25,0,82,2,116,58
25093848,0,6,1,145,3,209,219
1473630,0,34,0,100,1,2,0
18254644,1,23,1,100,5,131,108
66276,0,12,1,190,6,8,5
3568184,1,27,1,200,1,49,0
23439479,1,18,1,300,4,3,316
25112856,1,11,1,159,4,40,267
17056215,1,52,1,180,2,28,0
25134822,2,56,1,99,1,38,263
24943630,1,52,0,120,4,19,339
21817218,1,1,0,90,7,27,35
2470606,0,20,0,59,1,2,0
1705071,2,25,0,95,1,141,331
25145883,2,39,0,40,2,2,5
3339901,1,64,1,250,4,7,0
17928071,0,12,0,85,3,23,280
3417940,0,34,1,262,2,166,0
25168328,1,2,1,70,1,1,0
25168888,1,2,1,109,14,3,0
14289427,1,9,0,120,5,8,318
6285979,0,32,1,200,3,6,0
16460889,1,52,1,175,1,4,0
557918,2,39,1,119,6,15,1
25249481,4,150,0,40,14,5,322
13772270,0,0,1,85,2,3,351
551139,0,12,1,210,3,31,0
25037051,0,15,0,46,1,8,333
25268900,0,21,1,126,3,98,180
25242899,0,79,0,88,4,42,261
25266756,1,2,1,150,5,14,66
25273326,0,13,1,175,1,89,0
25276263,0,38,1,500,6,29,89
24127267,1,19,1,175,1,1,0
236659,1,43,0,78,1,1,0
4422415,1,28,1,250,2,11,358
81335,1,8,1,125,1,171,121
4445005,0,12,1,200,2,3,16
1633246,0,6,0,65,2,9,280
23069182,0,13,0,100,1,55,342
331579,0,6,0,60,3,29,232
22210080,1,7,0,99,1,318,0
7537442,1,4,0,50,7,25,151
331579,0,6,0,50,3,32,329
23533897,0,15,0,68,1,91,329
25003560,1,2,1,125,1,31,188
25394253,1,14,1,175,1,1,0
25399747,0,6,1,100,3,91,160
25401356,1,4,1,125,2,7,0
5037211,0,20,0,118,3,1,188
25295888,0,6,0,52,2,16,0
8183266,1,1,1,99,2,168,46
22087408,1,23,1,150,1,17,264
2439175,0,6,0,65,4,180,6
15297517,1,28,1,155,4,9,0
25468442,0,29,1,125,2,34,0
519554,1,23,0,59,3,36,349
25473311,2,39,0,70,7,56,90
25494876,1,23,1,149,2,14,0
1556712,0,20,1,190,3,32,265
8253604,1,2,0,89,1,203,162
25517905,1,8,0,123,3,176,253
10795846,1,8,0,78,2,171,0
25379501,0,15,0,62,1,44,77
7463662,0,10,1,120,2,149,0
25537637,2,112,1,80,2,123,108
8951256,1,23,1,180,3,38,36
90860,0,6,1,145,2,222,109
25517905,1,8,0,99,1,277,294
1649951,1,23,1,300,3,57,168
310670,4,58,1,155,2,11,348
310670,4,58,1,250,1,15,357
14854832,1,27,0,130,1,9,0
25602663,2,25,2,65,4,1,1
2007148,1,68,1,156,3,4,0
25605654,4,157,0,50,1,2,0
248490,0,6,1,95,3,51,194
23345098,2,103,0,45,7,30,115
2793778,2,63,2,60,4,45,0
9271872,1,7,0,100,4,117,162
12342828,1,4,0,84,4,99,11
25641892,3,158,1,70,2,196,231
519554,1,23,0,69,2,80,331
10350245,1,23,1,200,1,1,0
25659180,0,15,1,100,2,4,0
3737351,0,100,0,45,4,33,323
271527,1,2,1,170,3,52,316
2316247,1,8,1,150,7,10,68
25686141,2,95,1,99,3,66,189
25688822,1,2,0,95,3,70,117
4162067,0,20,0,95,4,1,0
23570473,0,15,0,79,1,37,339
17985595,1,52,1,375,14,26,147
23929877,1,4,1,120,5,23,151
25715117,2,56,0,100,5,46,338
12342828,1,4,0,84,4,79,8
25720293,1,14,1,549,4,17,6
637688,0,29,1,230,7,12,5
25271688,0,20,0,100,14,1,0
10635169,0,15,0,70,1,49,47
25744379,2,56,1,72,3,36,10
25747773,1,26,0,140,5,2,0
24620881,1,1,1,135,1,168,287
25748492,1,19,1,120,1,8,0
25757883,0,21,0,49,1,43,25
45384,0,12,1,240,14,20,238
25773982,1,28,1,150,1,9,364
25774748,2,37,0,89,1,3,365
25773982,1,28,0,100,3,28,364
262760,0,22,0,75,1,24,0
19918657,2,118,0,50,5,5,310
25807709,0,117,0,60,10,27,322
6095946,1,27,1,760,14,1,292
4830078,0,12,0,85,3,15,82
25821864,2,44,0,65,3,5,0
25840204,1,28,1,150,3,75,234
7847292,1,28,1,169,4,147,310
8834234,1,2,1,85,2,25,58
10207681,1,77,1,350,3,13,69
1387175,0,15,1,148,7,56,44
5349999,0,15,1,100,6,13,0
25895198,0,12,1,80,7,10,0
10366837,2,37,1,72,2,94,102
17770322,0,33,0,125,1,8,191
17638424,2,81,0,34,1,95,175
630519,0,29,1,288,1,2,0
3560446,0,12,1,167,2,59,0
3116461,0,54,1,100,2,67,153
3646549,0,12,0,100,2,49,149
25318403,0,12,1,225,3,87,275
21721684,0,21,1,174,3,198,269
15929586,2,49,0,40,3,95,336
25999700,0,15,0,50,14,43,313
26005018,1,51,0,65,3,43,35
26019828,1,7,0,69,2,22,7
19195540,1,9,0,150,4,36,294
26024433,1,68,1,125,3,21,7
26031034,1,8,1,795,4,22,249
23732730,4,69,1,450,2,45,342
2370532,0,32,1,300,2,8,0
6454648,1,2,2,80,1,29,357
22927481,1,1,0,500,3,1,0
193488,1,19,0,135,1,14,332
93292,1,9,0,80,3,153,238
16616158,0,15,1,85,5,22,0
10975987,0,21,1,150,4,119,273
26089087,0,12,0,60,1,33,19
26079021,1,28,1,249,3,85,158
8873293,0,6,0,65,2,14,0
13220337,1,4,1,150,3,27,0
3074904,0,12,0,96,1,175,44
26133955,1,11,0,89,1,1,365
9018446,1,30,0,80,1,307,54
26136707,1,30,0,77,4,80,66
13501341,0,21,0,60,1,155,170
10428997,1,8,1,165,4,72,0
25963759,0,10,0,70,1,3,363
1445871,1,19,1,139,1,62,240
25052740,0,6,0,50,7,13,227
6278351,1,7,1,250,3,26,96
8954264,1,2,0,177,10,25,213
23340108,1,43,1,150,3,7,0
26184062,0,12,0,150,7,1,179
192852,1,28,1,125,3,211,230
3196390,0,22,1,415,4,3,0
12603113,0,0,0,50,2,39,245
2908101,1,2,1,175,4,29,7
26265097,1,19,1,100,5,1,0
26301893,2,63,0,80,1,12,59
17312709,0,6,1,140,5,4,0
19850240,1,2,0,83,7,18,0
7801481,2,140,0,99,3,4,7
21201361,0,12,0,79,1,1,89
19293586,0,12,0,100,2,19,34
26360956,0,36,1,160,4,16,0
26260328,0,21,0,45,7,1,0
26362901,0,12,1,225,1,63,0
26380626,0,12,1,90,7,1,0
26382036,2,81,1,120,5,31,64
8329975,1,7,1,150,4,15,5
4265630,0,22,1,80,4,51,306
22984995,1,11,1,275,2,11,0
26388856,2,25,1,110,14,35,177
1965783,1,28,1,245,1,3,0
10125456,0,123,1,115,5,51,8
26432133,2,103,0,54,1,430,347
26433326,0,12,1,195,2,3,0
7203997,0,16,1,995,2,43,328
2897021,1,19,1,120,10,7,0
26446036,1,8,0,135,2,78,0
17450152,1,7,0,150,1,38,307
9059339,1,4,0,61,7,167,292
26003292,0,13,0,63,1,104,11
1946840,1,19,1,185,7,21,27
2086194,0,29,0,55,2,3,189
7088204,0,15,1,150,5,8,118
26558533,1,8,0,79,2,8,0
7881946,1,2,1,140,2,5,0
21112602,1,52,1,198,2,15,0
26597048,1,2,1,117,3,126,66
2055698,1,28,1,125,3,2,0
26606802,1,11,1,510,3,12,364
215570,0,12,1,125,2,5,0
26640253,1,2,0,65,1,61,323
22011099,0,20,1,195,6,21,42
115669,1,4,1,115,3,8,183
8780729,1,14,1,135,3,31,0
1027417,0,16,1,350,3,5,22
23719409,1,2,0,115,1,28,6
23719409,1,2,0,45,1,205,0
26710027,0,6,0,65,2,21,0
4406876,1,28,1,195,6,5,329
10711342,0,79,1,150,5,1,0
26794599,0,21,0,60,2,1,0
15714652,0,21,0,70,11,21,134
1762555,0,12,0,100,4,38,10
26819401,1,28,1,180,3,3,0
5788393,2,25,1,105,2,19,0
26377263,2,159,0,38,6,5,313
3977023,0,6,0,70,1,1,0
21538710,0,15,1,72,7,11,0
610690,0,6,0,75,1,35,80
26856159,1,2,0,63,1,209,274
26856159,1,2,0,58,1,194,307
1002840,1,19,1,145,5,63,242
26867230,0,13,0,45,1,3,0
23909946,0,21,0,60,2,77,28
26877037,0,73,0,139,1,3,0
26877931,0,6,0,45,5,20,52
